time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2023-01-01T00:00,7.7,85,5.3,5.5,0.00,0.00,0.00,992.7,7,6.7,144,2.6,0.357,0
2023-01-01T01:00,7.8,84,5.2,5.7,0.00,0.00,0.00,992.8,4,6.4,133,2.1,0.356,0
2023-01-01T02:00,4.8,92,3.6,1.9,0.00,0.00,0.00,992.5,10,9.2,141,1.8,0.356,0
2023-01-01T03:00,4.0,95,3.2,0.9,0.00,0.00,0.00,991.9,27,10.5,142,1.5,0.356,0
2023-01-01T04:00,4.3,94,3.4,1.4,0.00,0.00,0.00,992.0,25,8.9,137,1.2,0.356,0
2023-01-01T05:00,2.8,96,2.3,-0.7,0.00,0.00,0.00,991.8,29,12.2,152,1.1,0.356,0
2023-01-01T06:00,3.3,96,2.7,-0.2,0.00,0.00,0.00,992.0,30,12.1,157,1.2,0.356,0
2023-01-01T07:00,5.9,92,4.7,3.4,0.00,0.00,0.00,992.2,30,8.0,162,1.6,0.356,1
2023-01-01T08:00,7.7,89,6.0,5.5,0.00,0.00,0.00,992.6,25,7.9,156,2.5,0.356,1
2023-01-01T09:00,10.5,81,7.4,8.8,0.00,0.00,0.00,993.1,11,6.6,171,4.2,0.356,1
2023-01-01T10:00,13.0,74,8.4,11.5,0.00,0.00,0.00,993.4,29,7.3,160,6.2,0.356,1
2023-01-01T11:00,14.0,69,8.5,12.3,0.00,0.00,0.00,992.9,10,8.8,161,7.6,0.355,1
2023-01-01T12:00,15.6,68,9.7,15.1,0.00,0.00,0.00,993.0,0,2.6,124,9.8,0.357,1
2023-01-01T13:00,15.8,70,10.2,15.5,0.00,0.00,0.00,992.9,4,2.6,146,10.2,0.356,1
2023-01-01T14:00,15.5,66,9.1,15.0,0.00,0.00,0.00,993.2,4,1.8,90,10.0,0.356,1
2023-01-01T15:00,14.2,70,8.8,13.2,0.00,0.00,0.00,993.5,0,4.4,145,8.7,0.356,1
2023-01-01T16:00,11.7,78,8.0,10.5,0.00,0.00,0.00,993.8,0,4.8,193,7.1,0.356,0
2023-01-01T17:00,8.2,89,6.4,6.7,0.00,0.00,0.00,993.8,20,3.5,246,5.8,0.356,0
2023-01-01T18:00,4.9,97,4.5,3.1,0.00,0.00,0.00,993.9,29,3.4,252,4.9,0.356,0
2023-01-01T19:00,4.9,100,4.8,3.0,0.00,0.00,0.00,993.9,25,4.2,250,4.1,0.356,0
2023-01-01T20:00,5.5,98,5.2,3.7,0.00,0.00,0.00,993.9,20,4.2,250,3.5,0.356,0
2023-01-01T21:00,5.7,95,5.0,3.9,0.00,0.00,0.00,993.9,22,3.7,299,3.0,0.356,0
2023-01-01T22:00,5.2,96,4.6,3.4,0.00,0.00,0.00,993.7,22,3.3,311,2.6,0.356,0
2023-01-01T23:00,4.3,98,4.0,2.3,0.00,0.00,0.00,993.2,28,4.2,211,2.2,0.356,0
2023-01-02T00:00,3.4,98,3.1,1.2,0.00,0.00,0.00,993.3,100,3.9,158,0.6,0.355,0
2023-01-02T01:00,3.3,98,3.0,1.4,0.00,0.00,0.00,992.7,100,2.3,51,0.6,0.355,0
2023-01-02T02:00,3.7,95,3.0,1.4,0.00,0.00,0.00,992.6,100,4.8,167,0.7,0.355,0
2023-01-02T03:00,3.7,96,3.1,0.9,0.00,0.00,0.00,992.1,99,8.1,193,0.9,0.355,0
2023-01-02T04:00,2.1,100,2.1,-1.1,0.00,0.00,0.00,991.6,75,9.9,213,1.0,0.355,0
2023-01-02T05:00,3.3,100,3.2,0.5,0.00,0.00,0.00,991.5,47,8.0,198,1.2,0.355,0
2023-01-02T06:00,4.4,96,3.9,1.6,0.00,0.00,0.00,991.5,30,9.3,196,1.7,0.355,0
2023-01-02T07:00,4.9,94,4.0,2.1,0.00,0.00,0.00,991.4,30,8.8,192,2.0,0.355,1
2023-01-02T08:00,7.0,90,5.5,4.6,0.00,0.00,0.00,991.7,31,8.7,185,2.8,0.355,1
2023-01-02T09:00,9.7,85,7.3,7.4,0.00,0.00,0.00,992.0,17,11.2,176,4.4,0.355,1
2023-01-02T10:00,11.7,79,8.2,9.6,0.00,0.00,0.00,992.0,16,11.5,176,6.0,0.355,1
2023-01-02T11:00,12.8,73,8.2,10.6,0.00,0.00,0.00,991.6,15,11.9,180,7.3,0.354,1
2023-01-02T12:00,14.5,66,8.3,12.6,0.00,0.00,0.00,990.9,24,9.5,171,9.2,0.357,1
2023-01-02T13:00,14.1,67,8.1,11.8,0.00,0.00,0.00,990.3,2,12.2,180,9.4,0.356,1
2023-01-02T14:00,12.9,71,7.8,10.6,0.00,0.00,0.00,990.1,1,11.6,173,9.1,0.356,1
2023-01-02T15:00,10.8,77,6.9,8.5,0.00,0.00,0.00,990.3,1,10.1,163,8.4,0.356,1
2023-01-02T16:00,8.8,83,6.1,6.4,0.00,0.00,0.00,990.4,4,9.3,164,7.3,0.356,0
2023-01-02T17:00,7.4,87,5.4,5.3,0.00,0.00,0.00,990.6,8,6.6,151,6.3,0.356,0
2023-01-02T18:00,4.4,94,3.6,1.5,0.00,0.00,0.00,990.6,30,9.7,141,5.2,0.355,0
2023-01-02T19:00,4.9,93,3.8,2.3,0.00,0.00,0.00,991.0,30,7.7,152,4.6,0.355,0
2023-01-02T20:00,5.4,90,3.8,2.9,0.00,0.00,0.00,991.7,30,7.1,131,3.9,0.355,0
2023-01-02T21:00,4.6,91,3.3,2.0,0.00,0.00,0.00,992.1,30,6.6,131,3.3,0.355,0
2023-01-02T22:00,4.9,92,3.6,2.6,0.00,0.00,0.00,992.7,30,5.2,102,2.9,0.355,0
2023-01-02T23:00,5.6,94,4.7,3.8,0.00,0.00,0.00,993.4,28,3.4,72,2.5,0.355,0
2023-01-03T00:00,1.9,97,1.5,-1.3,0.00,0.00,0.00,993.4,15,8.9,27,2.8,0.351,0
2023-01-03T01:00,3.1,93,2.1,0.7,0.00,0.00,0.00,993.8,11,4.6,315,2.3,0.351,0
2023-01-03T02:00,4.1,90,2.6,1.8,0.00,0.00,0.00,994.4,0,4.5,14,1.9,0.351,0
2023-01-03T03:00,4.0,89,2.4,2.0,0.00,0.00,0.00,994.9,10,2.2,90,1.5,0.351,0
2023-01-03T04:00,3.4,90,1.9,1.1,0.00,0.00,0.00,995.1,38,3.1,36,1.2,0.351,0
2023-01-03T05:00,2.5,94,1.6,0.5,0.00,0.00,0.00,995.2,45,1.1,360,1.0,0.351,0
2023-01-03T06:00,1.5,96,0.9,-1.1,0.00,0.00,0.00,995.7,50,4.3,275,0.9,0.351,0
2023-01-03T07:00,1.5,96,1.0,-1.1,0.00,0.00,0.00,996.3,55,4.1,345,1.0,0.351,1
2023-01-03T08:00,2.8,93,1.8,0.9,0.00,0.00,0.00,997.0,55,0.7,270,1.7,0.351,1
2023-01-03T09:00,4.8,89,3.1,2.7,0.00,0.00,0.00,997.4,94,3.1,201,2.8,0.351,1
2023-01-03T10:00,6.7,86,4.5,5.1,0.00,0.00,0.00,997.5,100,1.8,191,4.1,0.351,1
2023-01-03T11:00,8.0,83,5.3,6.5,0.00,0.00,0.00,997.2,100,2.3,141,5.2,0.351,1
2023-01-03T12:00,7.6,84,5.1,6.0,0.00,0.00,0.00,996.9,100,3.1,69,1.6,0.350,1
2023-01-03T13:00,7.4,84,4.9,5.1,0.00,0.00,0.00,996.8,100,7.1,15,3.2,0.350,1
2023-01-03T14:00,6.4,87,4.3,4.3,0.00,0.00,0.00,996.6,96,4.9,36,3.8,0.350,1
2023-01-03T15:00,5.3,90,3.8,3.1,0.00,0.00,0.00,996.8,100,4.6,18,3.8,0.351,1
2023-01-03T16:00,4.6,93,3.5,2.0,0.10,0.10,0.00,997.5,100,7.5,343,3.6,0.352,0
2023-01-03T17:00,4.7,94,3.7,2.3,0.40,0.40,0.00,997.9,100,5.7,342,3.6,0.355,0
2023-01-03T18:00,4.3,94,3.4,1.9,0.40,0.40,0.00,998.5,100,5.9,346,3.5,0.361,0
2023-01-03T19:00,4.4,93,3.3,1.8,0.20,0.20,0.00,998.8,100,7.3,327,3.5,0.363,0
2023-01-03T20:00,4.5,92,3.2,1.8,0.00,0.00,0.00,998.9,100,7.7,319,3.5,0.363,0
2023-01-03T21:00,4.5,92,3.3,2.0,0.00,0.00,0.00,998.8,100,6.1,315,3.5,0.363,0
2023-01-03T22:00,3.6,95,2.9,1.4,0.00,0.00,0.00,998.9,70,4.1,308,3.3,0.363,0
2023-01-03T23:00,3.1,94,2.3,0.9,0.00,0.00,0.00,998.9,56,2.8,320,2.8,0.362,0
2023-01-04T00:00,3.6,96,3.0,1.2,0.00,0.00,0.00,998.9,100,5.5,328,4.0,0.361,0
2023-01-04T01:00,3.9,95,3.1,1.5,0.00,0.00,0.00,999.1,95,5.5,328,3.3,0.361,0
2023-01-04T02:00,4.5,93,3.4,2.4,0.00,0.00,0.00,999.2,90,3.9,326,3.0,0.360,0
2023-01-04T03:00,3.3,96,2.6,1.1,0.00,0.00,0.00,998.9,93,2.9,277,2.5,0.360,0
2023-01-04T04:00,4.0,93,3.0,1.8,0.00,0.00,0.00,998.8,54,4.2,211,2.3,0.360,0
2023-01-04T05:00,2.7,97,2.3,-0.1,0.00,0.00,0.00,998.5,86,7.2,183,2.1,0.360,0
2023-01-04T06:00,2.7,98,2.5,0.2,0.00,0.00,0.00,998.7,100,5.4,180,2.1,0.360,0
2023-01-04T07:00,3.9,96,3.3,1.3,0.00,0.00,0.00,998.9,100,6.8,183,2.5,0.360,1
2023-01-04T08:00,5.6,91,4.2,2.7,0.00,0.00,0.00,998.6,86,10.1,176,3.1,0.359,1
2023-01-04T09:00,7.4,87,5.4,4.8,0.00,0.00,0.00,998.7,33,10.1,182,4.3,0.359,1
2023-01-04T10:00,8.9,84,6.4,6.7,0.00,0.00,0.00,998.4,14,9.0,175,5.5,0.359,1
2023-01-04T11:00,9.9,78,6.3,7.5,0.00,0.00,0.00,997.3,8,10.4,178,6.6,0.359,1
2023-01-04T12:00,11.3,71,6.2,8.6,0.00,0.00,0.00,996.7,5,11.4,191,8.1,0.346,1
2023-01-04T13:00,11.8,67,5.9,9.1,0.00,0.00,0.00,995.8,30,11.3,197,8.3,0.346,1
2023-01-04T14:00,10.9,72,6.0,8.3,0.00,0.00,0.00,995.1,6,10.8,184,8.1,0.345,1
2023-01-04T15:00,9.1,78,5.4,6.4,0.00,0.00,0.00,994.6,12,10.1,176,7.4,0.345,1
2023-01-04T16:00,7.3,84,4.8,4.7,0.00,0.00,0.00,994.1,43,9.1,187,6.4,0.345,0
2023-01-04T17:00,6.0,89,4.3,3.6,0.00,0.00,0.00,993.6,43,6.6,209,5.6,0.345,0
2023-01-04T18:00,4.3,94,3.5,1.8,0.00,0.00,0.00,993.0,86,6.9,223,4.8,0.345,0
2023-01-04T19:00,4.6,94,3.8,2.4,0.00,0.00,0.00,992.6,30,5.4,217,4.3,0.345,0
2023-01-04T20:00,2.7,97,2.3,-0.2,0.00,0.00,0.00,991.6,50,7.9,231,3.6,0.345,0
2023-01-04T21:00,2.4,97,1.9,-0.0,0.00,0.00,0.00,991.1,32,3.9,248,3.0,0.345,0
2023-01-04T22:00,0.7,99,0.5,-2.6,0.00,0.00,0.00,990.1,40,8.1,225,2.5,0.345,0
2023-01-04T23:00,1.1,96,0.6,-1.7,0.00,0.00,0.00,989.6,44,5.2,254,2.1,0.345,0
2023-01-05T00:00,2.2,97,1.8,-0.1,0.00,0.00,0.00,988.9,88,2.7,247,1.6,0.343,0
2023-01-05T01:00,2.6,96,2.0,-0.2,0.00,0.00,0.00,988.2,92,6.6,202,1.7,0.343,0
2023-01-05T02:00,2.3,95,1.6,-0.6,0.00,0.00,0.00,987.3,68,6.9,223,1.8,0.343,0
2023-01-05T03:00,3.7,88,2.0,1.5,0.00,0.00,0.00,986.6,62,2.5,315,1.7,0.343,0
2023-01-05T04:00,2.6,91,1.3,0.1,0.00,0.00,0.00,986.2,66,3.8,41,1.8,0.343,0
2023-01-05T05:00,3.3,91,2.0,1.0,0.00,0.00,0.00,985.8,100,3.3,96,1.7,0.343,0
2023-01-05T06:00,3.1,91,1.8,1.0,0.00,0.00,0.00,985.8,91,1.8,37,1.7,0.343,0
2023-01-05T07:00,1.5,96,1.0,-1.7,0.00,0.00,0.00,985.6,67,8.8,189,1.6,0.343,1
2023-01-05T08:00,4.5,87,2.6,2.0,0.00,0.00,0.00,985.8,44,5.7,198,2.2,0.343,1
2023-01-05T09:00,8.3,75,4.0,5.9,0.00,0.00,0.00,986.0,89,6.4,153,3.5,0.343,1
2023-01-05T10:00,9.4,74,5.0,7.0,0.00,0.00,0.00,987.3,90,7.7,62,4.7,0.343,1
2023-01-05T11:00,10.9,75,6.6,8.9,0.00,0.00,0.00,986.8,87,7.3,101,5.8,0.343,1
2023-01-05T12:00,10.2,79,6.7,8.6,0.00,0.00,0.00,985.8,54,5.2,192,5.9,0.343,1
2023-01-05T13:00,12.0,76,7.8,10.2,0.00,0.00,0.00,985.6,32,7.9,180,6.9,0.343,1
2023-01-05T14:00,11.3,79,7.8,9.4,0.00,0.00,0.00,985.5,68,8.8,168,7.3,0.343,1
2023-01-05T15:00,9.8,81,6.8,7.9,0.00,0.00,0.00,985.8,66,7.7,169,6.8,0.343,1
2023-01-05T16:00,7.7,88,5.8,5.4,0.00,0.00,0.00,986.7,74,8.5,54,5.8,0.343,0
2023-01-05T17:00,7.7,90,6.2,5.8,0.00,0.00,0.00,987.9,68,6.2,100,5.5,0.343,0
2023-01-05T18:00,8.2,86,6.0,6.9,0.00,0.00,0.00,988.6,76,1.8,233,5.0,0.343,0
2023-01-05T19:00,6.7,92,5.5,4.7,0.20,0.20,0.00,989.6,72,5.8,360,4.8,0.344,0
2023-01-05T20:00,5.5,95,4.8,3.7,0.10,0.10,0.00,989.8,65,3.9,214,4.5,0.345,0
2023-01-05T21:00,5.6,95,4.9,3.9,0.20,0.20,0.00,990.4,71,3.3,283,4.4,0.346,0
2023-01-05T22:00,6.3,93,5.2,4.6,0.20,0.20,0.00,990.8,49,3.1,315,4.3,0.348,0
2023-01-05T23:00,5.4,95,4.6,3.2,0.10,0.10,0.00,991.0,43,5.6,320,4.1,0.349,0
2023-01-06T00:00,6.1,92,4.9,4.2,0.00,0.00,0.00,990.7,56,4.9,216,2.7,0.353,0
2023-01-06T01:00,6.0,90,4.5,3.7,0.00,0.00,0.00,991.1,33,6.0,197,2.9,0.352,0
2023-01-06T02:00,6.1,92,4.9,4.2,0.00,0.00,0.00,991.6,28,3.9,326,2.6,0.352,0
2023-01-06T03:00,2.7,98,2.5,0.1,0.00,0.00,0.00,991.3,26,6.0,287,2.2,0.352,0
2023-01-06T04:00,2.7,98,2.4,-0.2,0.00,0.00,0.00,991.2,50,7.9,219,1.9,0.352,0
2023-01-06T05:00,4.5,94,3.6,1.7,0.00,0.00,0.00,991.7,88,8.7,218,2.0,0.352,0
2023-01-06T06:00,4.7,93,3.6,2.2,0.00,0.00,0.00,992.4,62,6.9,137,1.8,0.352,0
2023-01-06T07:00,3.9,92,2.8,0.9,0.00,0.00,0.00,992.2,16,9.0,185,1.8,0.352,1
2023-01-06T08:00,6.2,88,4.3,2.9,0.00,0.00,0.00,992.6,7,13.2,191,2.9,0.352,1
2023-01-06T09:00,8.5,84,5.9,5.8,0.00,0.00,0.00,992.8,10,11.2,182,4.4,0.352,1
2023-01-06T10:00,10.3,80,7.0,8.4,0.00,0.00,0.00,992.9,11,7.1,156,6.0,0.351,1
2023-01-06T11:00,11.9,76,7.8,10.4,0.00,0.00,0.00,992.1,17,6.3,167,7.4,0.351,1
2023-01-06T12:00,11.1,78,7.4,9.6,0.00,0.00,0.00,991.6,16,5.5,148,8.1,0.352,1
2023-01-06T13:00,11.7,75,7.3,9.9,0.00,0.00,0.00,990.9,27,7.3,169,8.5,0.351,1
2023-01-06T14:00,11.2,76,7.2,9.7,0.00,0.00,0.00,990.4,1,5.6,165,8.5,0.351,1
2023-01-06T15:00,7.7,85,5.4,4.9,0.00,0.00,0.00,989.8,16,10.9,172,7.6,0.351,1
2023-01-06T16:00,6.6,88,4.7,4.2,0.00,0.00,0.00,989.6,26,7.8,193,6.3,0.350,0
2023-01-06T17:00,4.7,93,3.7,1.7,0.00,0.00,0.00,989.7,28,10.0,206,5.5,0.350,0
2023-01-06T18:00,3.5,94,2.7,0.4,0.00,0.00,0.00,989.8,28,9.5,217,4.5,0.350,0
2023-01-06T19:00,2.8,94,2.0,-0.1,0.00,0.00,0.00,989.7,28,7.5,235,3.7,0.350,0
2023-01-06T20:00,1.9,95,1.2,-0.7,0.00,0.00,0.00,989.9,29,4.8,318,3.1,0.350,0
2023-01-06T21:00,1.9,95,1.2,-0.9,0.00,0.00,0.00,990.4,20,6.0,335,2.7,0.350,0
2023-01-06T22:00,0.3,95,-0.4,-3.1,0.00,0.00,0.00,990.2,15,8.7,300,2.3,0.349,0
2023-01-06T23:00,1.4,93,0.4,-1.7,0.00,0.00,0.00,990.3,14,6.6,292,1.9,0.349,0
2023-01-07T00:00,2.2,89,0.5,-1.0,0.00,0.00,0.00,990.5,26,7.6,315,0.5,0.348,0
2023-01-07T01:00,2.0,89,0.5,-0.9,0.00,0.00,0.00,990.9,28,5.6,285,0.5,0.348,0
2023-01-07T02:00,0.1,92,-1.1,-3.4,0.00,0.00,0.00,991.0,30,8.2,308,0.5,0.348,0
2023-01-07T03:00,1.2,88,-0.5,-1.9,0.00,0.00,0.00,990.8,30,6.3,301,0.5,0.348,0
2023-01-07T04:00,0.5,90,-1.0,-2.8,0.00,0.00,0.00,990.5,29,6.5,304,0.5,0.348,0
2023-01-07T05:00,-0.1,92,-1.3,-3.5,0.00,0.00,0.00,990.2,28,6.9,317,0.4,0.348,0
2023-01-07T06:00,-0.6,92,-1.7,-4.1,0.00,0.00,0.00,990.2,29,7.5,325,0.4,0.347,0
2023-01-07T07:00,-0.1,91,-1.5,-3.4,0.00,0.00,0.00,990.5,30,6.4,317,0.3,0.347,1
2023-01-07T08:00,2.3,91,0.9,-0.1,0.00,0.00,0.00,990.6,30,2.6,304,0.4,0.347,1
2023-01-07T09:00,5.0,80,1.8,2.9,0.00,0.00,0.00,990.8,31,1.9,202,0.9,0.347,1
2023-01-07T10:00,7.1,79,3.7,5.2,0.00,0.00,0.00,990.8,35,2.6,164,3.0,0.347,1
2023-01-07T11:00,8.5,77,4.8,6.6,0.00,0.00,0.00,989.8,32,4.1,142,4.6,0.346,1
2023-01-07T12:00,9.1,70,4.0,7.1,0.00,0.00,0.00,989.1,27,4.1,142,-0.6,0.350,1
2023-01-07T13:00,9.2,71,4.2,7.1,0.00,0.00,0.00,988.3,43,5.1,141,-0.4,0.350,1
2023-01-07T14:00,6.6,84,4.1,4.0,0.00,0.00,0.00,987.4,34,8.4,121,-0.2,0.350,1
2023-01-07T15:00,3.9,86,1.8,0.3,0.00,0.00,0.00,986.7,31,11.6,150,-0.2,0.350,1
2023-01-07T16:00,2.4,90,1.0,-1.4,0.00,0.00,0.00,986.1,30,12.4,197,-0.2,0.349,0
2023-01-07T17:00,1.4,94,0.5,-2.4,0.00,0.00,0.00,985.7,30,11.8,220,-0.2,0.349,0
2023-01-07T18:00,1.3,94,0.5,-2.2,0.00,0.00,0.00,985.6,28,9.7,231,-0.2,0.349,0
2023-01-07T19:00,1.2,96,0.6,-2.0,0.00,0.00,0.00,985.3,0,7.4,241,-0.2,0.349,0
2023-01-07T20:00,1.4,96,0.8,-1.5,0.00,0.00,0.00,985.3,0,5.6,255,-0.3,0.349,0
2023-01-07T21:00,1.1,96,0.5,-1.5,0.00,0.00,0.00,985.2,0,3.6,276,-0.3,0.349,0
2023-01-07T22:00,0.3,96,-0.2,-2.5,0.00,0.00,0.00,984.8,0,4.3,265,-0.4,0.349,0
2023-01-07T23:00,-0.1,98,-0.4,-2.9,0.00,0.00,0.00,984.6,89,4.1,255,-0.4,0.349,0
2023-01-08T00:00,-0.2,99,-0.4,-2.9,0.00,0.00,0.00,984.1,22,3.8,73,-0.7,0.348,0
2023-01-08T01:00,0.0,98,-0.3,-2.9,0.00,0.00,0.00,983.7,92,5.1,86,-0.7,0.348,0
2023-01-08T02:00,-0.6,97,-1.0,-3.2,0.00,0.00,0.00,983.4,100,2.6,16,-0.7,0.348,0
2023-01-08T03:00,-1.5,93,-2.5,-4.6,0.00,0.00,0.00,982.9,100,3.9,34,-0.8,0.348,0
2023-01-08T04:00,-0.2,86,-2.3,-3.2,0.00,0.00,0.00,982.6,100,3.6,53,-0.8,0.348,0
2023-01-08T05:00,0.4,83,-2.2,-2.6,0.00,0.00,0.00,982.0,100,3.8,73,-0.8,0.348,0
2023-01-08T06:00,0.9,86,-1.3,-2.4,0.00,0.00,0.00,981.9,88,6.4,133,-0.8,0.348,0
2023-01-08T07:00,-0.1,93,-1.1,-3.8,0.00,0.00,0.00,981.4,81,9.7,165,-0.8,0.348,1
2023-01-08T08:00,2.7,92,1.5,-0.2,0.00,0.00,0.00,981.4,50,6.6,171,-0.8,0.348,1
2023-01-08T09:00,6.1,82,3.3,3.1,0.00,0.00,0.00,981.4,44,10.0,154,-0.7,0.347,1
2023-01-08T10:00,8.9,74,4.5,5.8,0.00,0.00,0.00,981.3,87,12.0,164,-0.5,0.347,1
2023-01-08T11:00,10.5,70,5.2,7.2,0.00,0.00,0.00,980.6,88,14.5,161,-0.2,0.347,1
2023-01-08T12:00,10.6,68,4.9,7.3,0.00,0.00,0.00,979.4,26,13.8,171,-2.2,0.347,1
2023-01-08T13:00,10.4,68,4.9,7.1,0.00,0.00,0.00,979.2,99,13.8,171,-1.9,0.347,1
2023-01-08T14:00,9.0,75,4.8,6.3,0.00,0.00,0.00,979.2,100,10.1,178,-1.7,0.347,1
2023-01-08T15:00,7.2,84,4.8,4.4,0.00,0.00,0.00,979.4,91,10.4,182,-1.6,0.347,1
2023-01-08T16:00,6.6,86,4.4,3.7,0.10,0.10,0.00,979.2,57,11.0,191,-1.5,0.348,0
2023-01-08T17:00,6.2,86,4.0,3.1,0.60,0.60,0.00,979.6,100,11.4,193,-1.4,0.354,0
2023-01-08T18:00,5.7,89,4.0,2.4,0.60,0.60,0.00,979.2,100,13.2,191,-1.2,0.362,0
2023-01-08T19:00,5.8,88,3.9,2.7,0.00,0.00,0.00,978.9,100,11.4,191,-1.1,0.362,0
2023-01-08T20:00,6.3,88,4.4,3.0,0.00,0.00,0.00,978.3,100,13.4,194,-1.0,0.362,0
2023-01-08T21:00,7.1,87,5.1,3.7,0.00,0.00,0.00,977.6,100,15.0,190,-0.8,0.362,0
2023-01-08T22:00,6.9,87,4.9,3.8,0.00,0.00,0.00,976.8,99,12.6,178,-0.7,0.362,0
2023-01-08T23:00,6.6,87,4.6,3.5,0.00,0.00,0.00,976.1,98,11.8,168,-0.5,0.362,0
2023-01-09T00:00,8.5,84,5.9,5.1,0.00,0.00,0.00,975.5,91,15.9,177,5.7,0.380,0
2023-01-09T01:00,9.2,83,6.4,5.2,0.70,0.70,0.00,975.1,100,21.5,194,5.6,0.387,0
2023-01-09T02:00,8.5,86,6.3,5.0,0.20,0.20,0.00,974.5,100,18.0,182,5.5,0.388,0
2023-01-09T03:00,8.0,91,6.6,4.7,0.10,0.10,0.00,973.8,100,16.6,179,5.4,0.387,0
2023-01-09T04:00,7.9,92,6.6,4.8,0.40,0.40,0.00,973.3,100,15.1,177,5.4,0.391,0
2023-01-09T05:00,7.7,90,6.1,4.7,0.40,0.40,0.00,972.9,100,14.0,181,5.3,0.393,0
2023-01-09T06:00,7.3,89,5.7,4.7,0.10,0.10,0.00,972.6,100,10.4,180,5.2,0.393,0
2023-01-09T07:00,7.0,90,5.5,4.7,0.00,0.00,0.00,972.4,100,7.9,156,5.0,0.390,1
2023-01-09T08:00,7.2,93,6.2,4.9,0.00,0.00,0.00,972.5,100,9.2,141,5.1,0.388,1
2023-01-09T09:00,7.1,96,6.5,5.5,0.10,0.10,0.00,972.5,100,4.3,114,5.3,0.388,1
2023-01-09T10:00,7.4,98,7.0,6.2,0.20,0.20,0.00,972.6,100,2.9,120,5.6,0.388,1
2023-01-09T11:00,7.6,97,7.2,6.8,0.30,0.30,0.00,972.2,100,0.5,315,5.9,0.390,1
2023-01-09T12:00,7.6,97,7.1,5.3,0.10,0.10,0.00,971.9,100,10.6,332,6.9,0.415,1
2023-01-09T13:00,8.1,91,6.7,5.5,0.40,0.40,0.00,972.0,100,11.8,340,6.9,0.413,1
2023-01-09T14:00,7.4,93,6.3,5.0,0.50,0.50,0.00,972.2,100,9.8,343,6.6,0.414,1
2023-01-09T15:00,7.1,91,5.7,4.1,0.70,0.70,0.00,972.3,100,12.8,338,6.2,0.417,1
2023-01-09T16:00,6.9,90,5.4,3.7,1.20,1.20,0.00,972.5,100,13.7,14,5.9,0.425,0
2023-01-09T17:00,6.4,90,4.8,3.2,1.10,1.10,0.00,973.1,100,13.2,17,5.6,0.427,0
2023-01-09T18:00,5.7,90,4.2,2.4,0.90,0.90,0.00,973.0,94,13.0,360,5.3,0.427,0
2023-01-09T19:00,5.3,90,3.8,2.4,0.70,0.70,0.00,973.3,100,9.6,347,5.0,0.425,0
2023-01-09T20:00,4.8,89,3.1,1.5,0.80,0.80,0.00,973.6,98,11.3,338,4.7,0.426,0
2023-01-09T21:00,4.7,87,2.7,1.2,0.80,0.80,0.00,973.4,91,12.2,341,4.4,0.426,0
2023-01-09T22:00,4.6,87,2.6,0.8,0.30,0.30,0.00,973.1,90,14.0,342,4.2,0.422,0
2023-01-09T23:00,4.4,88,2.6,1.1,0.10,0.10,0.00,973.5,91,11.1,331,4.1,0.418,0
2023-01-10T00:00,3.9,89,2.3,1.1,0.10,0.10,0.00,973.7,95,7.7,319,4.0,0.416,0
2023-01-10T01:00,4.2,88,2.4,0.9,0.20,0.20,0.00,974.1,93,11.0,328,3.8,0.415,0
2023-01-10T02:00,4.3,88,2.4,0.8,0.30,0.30,0.00,974.7,100,11.9,335,3.7,0.415,0
2023-01-10T03:00,4.1,88,2.3,0.9,0.20,0.20,0.00,975.1,100,9.5,335,3.6,0.414,0
2023-01-10T04:00,4.1,86,1.9,0.5,0.10,0.10,0.00,976.0,98,12.1,333,3.5,0.411,0
2023-01-10T05:00,4.6,80,1.4,0.3,0.00,0.00,0.00,976.7,99,16.1,331,3.5,0.409,0
2023-01-10T06:00,5.2,72,0.6,0.6,0.00,0.00,0.00,977.6,100,17.5,328,3.5,0.407,0
2023-01-10T07:00,5.6,67,-0.1,0.7,0.00,0.00,0.00,979.0,100,18.9,329,3.6,0.405,1
2023-01-10T08:00,6.3,62,-0.6,1.1,0.00,0.00,0.00,980.4,100,20.1,331,3.8,0.404,1
2023-01-10T09:00,7.0,59,-0.4,2.0,0.00,0.00,0.00,981.5,96,19.3,336,4.3,0.402,1
2023-01-10T10:00,7.8,56,-0.3,3.2,0.00,0.00,0.00,982.5,86,16.4,334,5.0,0.401,1
2023-01-10T11:00,8.4,54,-0.5,3.1,0.00,0.00,0.00,982.7,100,21.6,334,5.6,0.399,1
2023-01-10T12:00,9.1,52,-0.3,3.4,0.00,0.00,0.00,983.3,67,24.4,341,7.4,0.393,1
2023-01-10T13:00,8.7,53,-0.3,2.7,0.00,0.00,0.00,983.8,57,26.0,336,7.3,0.392,1
2023-01-10T14:00,8.3,53,-0.7,2.4,0.00,0.00,0.00,984.6,14,24.9,338,7.1,0.390,1
2023-01-10T15:00,7.3,54,-1.3,1.7,0.00,0.00,0.00,985.5,58,22.9,341,6.6,0.389,1
